Project Name,Checkpoint Name,Created On,File Name,Lines,Statements,Percent Branch Statements,Percent Lines with Comments,Classes Defined,Methods Implemented per Class,Average Statements per Method,Line Number of Most Complex Function*,Name of Most Complex Function*,Maximum Complexity*,Line Number of Deepest Block,Maximum Block Depth,Average Block Depth,Average Complexity*,Functions,Statements at block level 0,Statements at block level 1,Statements at block level 2,Statements at block level 3,Statements at block level 4,Statements at block level 5,Statements at block level 6,Statements at block level 7,Statements at block level 8,Statements at block level 9
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\Stm32_Eth_Driver.cpp,1326,448,17.0,30.3,0,38.00,10.7,1056,Stm32_Eth_Driver::Get_Next_Rx_Pkt(),16,1124,5,1.34,3.21,0,41,277,87,25,16,2,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\Stm32_Eth_Driver.h,409,88,0.0,58.7,1,4.00,1.0,366,Stm32_Eth_Driver::SMI_SYS_REG_TO_PHY_ADDR(),1,368,2,0.86,1.00,0,16,68,4,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\STM32F205\IAR_uC_STM32F205.h,6623,5019,0.0,13.2,0,0.00,0.0,,,0,1370,1,0.01,0.00,0,4949,70,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\STM32F205\uC_Base_HW_IDs_STM32F205.cpp,886,64,0.0,12.0,0,9.00,1.0,361,uC_Base_STM32F205::uC_BASE_I2C_INT3(),1,361,1,0.14,1.00,0,55,9,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\STM32F205\uC_Base_HW_IDs_STM32F205.h,420,63,0.0,33.1,0,0.00,0.0,,,0,17,0,0.00,0.00,0,63,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\STM32F205\uC_Base_STM32F205.cpp,402,94,18.1,33.8,0,16.00,4.5,308,uC_Base_STM32F205::Set_Option_Bytes(),7,326,3,1.10,2.13,0,22,45,23,4,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\STM32F205\uC_Base_STM32F205.h,113,54,1.9,29.2,1,1.00,4.0,55,uC_Base_STM32F205::Get_Device_Sig(),3,58,3,1.02,3.00,0,4,46,3,1,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\STM32F205\uC_IO_Define_STM32F205.cpp,744,566,0.0,12.5,0,0.00,0.0,,,0,27,0,0.00,0.00,0,566,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\STM32F205\uC_IO_Define_STM32F205.h,672,452,0.0,13.1,0,0.00,0.0,,,0,17,0,0.00,0.00,0,452,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\STM32F205\uC_STM32F205.h,21,2,0.0,71.4,0,0.00,0.0,,,0,17,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\STM32F207\IAR_uC_STM32F207.h,7895,6016,0.0,12.5,0,0.00,0.0,,,0,1218,1,0.01,0.00,0,5940,76,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\STM32F207\uC_Base_HW_IDs_STM32F207.cpp,905,70,0.0,9.7,0,9.00,1.0,328,uC_Base_STM32F207::uC_BASE_I2C_INT3(),1,328,1,0.13,1.00,0,61,9,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\STM32F207\uC_Base_HW_IDs_STM32F207.h,431,64,0.0,33.2,0,0.00,0.0,,,0,17,0,0.00,0.00,0,64,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\STM32F207\uC_Base_STM32F207.cpp,382,97,18.6,30.4,0,16.00,4.7,288,uC_Base_STM32F207::Set_Option_Bytes(),7,306,3,1.10,2.19,0,22,47,24,4,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\STM32F207\uC_Base_STM32F207.h,113,55,1.8,28.3,1,1.00,4.0,56,uC_Base_STM32F207::Get_Device_Sig(),3,59,3,1.02,3.00,0,4,47,3,1,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\STM32F207\uC_IO_Define_STM32F207.cpp,783,590,0.0,13.5,0,0.00,0.0,,,0,27,0,0.00,0.00,0,590,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\STM32F207\uC_IO_Define_STM32F207.h,664,461,0.0,13.6,0,0.00,0.0,,,0,17,0,0.00,0.00,0,461,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\STM32F207\uC_STM32F207.h,21,2,0.0,71.4,0,0.00,0.0,,,0,17,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\STM32F2xx_I2C.cpp,815,364,27.2,19.1,0,8.00,21.4,320,STM32F2xx_I2C::I2C_ISR(),63,339,6,2.71,7.00,0,21,98,87,51,13,56,38,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\STM32F2xx_I2C.h,315,77,0.0,49.5,3,4.00,0.8,182,STM32F2xx_I2C::STM32F2xx_I2C(),1,86,2,1.12,1.00,0,6,56,15,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\STM32F2xx_SPI.cpp,536,214,19.6,16.4,0,9.00,22.0,192,STM32F2xx_SPI::Start_Exchange(),12,89,3,1.63,6.22,0,16,75,96,27,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\STM32F2xx_SPI.h,209,59,0.0,47.8,3,3.00,0.7,88,STM32F2xx_SPI::STM32F2xx_SPI(),1,90,2,1.05,1.00,0,7,42,10,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\STM32F2xx_USART_SPI.cpp,426,142,19.7,27.0,0,8.00,16.1,173,STM32F2xx_USART_SPI::Start_Exchange(),13,188,3,1.49,5.00,0,13,60,55,14,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\STM32F2xx_USART_SPI.h,194,39,0.0,58.2,2,3.00,0.7,110,STM32F2xx_USART_SPI::STM32F2xx_USART_SPI(),1,112,2,0.97,1.00,0,7,26,6,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_AtoD.cpp,353,102,21.6,36.3,0,6.00,13.3,99,uC_AtoD::uC_AtoD(),25,131,5,1.95,5.00,0,22,17,29,18,10,6,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_AtoD.h,141,19,0.0,61.0,1,1.00,0.0,75,uC_AtoD::~uC_AtoD(),1,68,1,0.68,1.00,0,6,13,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Base.cpp,183,69,44.9,32.2,0,6.00,10.0,105,uC_Base::Reset_Periph(),8,112,3,1.65,3.83,0,9,17,32,11,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Base.h,426,154,0.0,39.0,1,3.00,0.7,291,uC_Base::Get_USB_Ctrl(),1,295,2,0.19,1.00,0,126,26,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_CAN.cpp,534,180,23.3,24.2,0,17.00,9.2,172,uC_CAN::CAN_Data_Transmit(),8,37,3,1.23,3.53,0,23,95,59,3,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_CAN.h,144,53,0.0,41.0,1,0.00,0.0,,,0,96,1,0.40,0.00,0,32,21,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Code_Range.cpp,92,25,0.0,46.7,0,0.00,0.0,32,uC_CODE_RANGE_CRC_Val(),1,34,1,0.44,1.00,6,14,11,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Code_Range.h,31,7,0.0,64.5,0,0.00,0.0,,,0,17,0,0.00,0.00,0,7,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_CStack.cpp,102,31,9.7,31.4,0,0.00,0.0,66,uC_CSTACK_Used(),6,54,2,0.94,4.00,2,8,17,6,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_CStack.h,29,3,0.0,69.0,0,0.00,0.0,,,0,17,0,0.00,0.00,0,3,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_DMA.cpp,504,143,24.5,36.5,0,15.00,7.5,90,uC_DMA::uC_DMA(),18,167,4,1.50,3.20,0,30,48,34,25,6,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_DMA.h,132,51,0.0,21.2,1,4.00,0.8,81,uC_DMA::Empty(),1,96,2,0.76,1.00,0,15,33,3,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Ext_Int.cpp,454,143,25.9,29.3,0,17.00,6.7,110,uC_Ext_Int::Attach_IRQ(),10,77,3,1.22,3.29,0,29,65,37,12,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Ext_Int.h,70,25,0.0,38.6,1,1.00,0.0,44,uC_Ext_Int::~uC_Ext_Int(),1,43,1,0.64,1.00,0,9,16,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Flash.cpp,656,242,24.4,22.9,0,19.00,10.9,169,uC_Flash::Write_Now(),21,215,5,1.84,4.58,0,35,83,54,37,22,11,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Flash.h,178,51,0.0,33.1,1,7.00,0.7,63,uC_Flash::Continue(),1,78,2,0.84,1.00,0,13,33,5,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_I2C.cpp,910,403,27.0,22.0,0,27.00,13.9,757,uC_I2C::I2C_ISR(),33,249,7,2.52,4.59,0,28,126,90,18,71,52,14,4,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_I2C.h,521,87,0.0,54.9,1,4.00,0.8,208,uC_I2C::I2C_ISR_Static(),1,396,2,0.94,1.00,0,8,76,3,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Input.cpp,211,47,23.4,24.6,0,4.00,9.3,63,uC_Input::Debounce_Pins(),6,41,3,1.26,3.75,0,10,18,16,3,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Input.h,71,21,0.0,42.3,1,3.00,0.7,40,uC_Input::Config_Input_Pin(),1,43,2,0.86,1.00,0,5,14,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Interrupt.cpp,254,56,12.5,55.9,0,4.00,9.3,140,uC_Interrupt::Set_Vector(),6,173,3,1.02,3.00,0,19,23,8,6,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Interrupt.h,89,38,0.0,42.7,1,5.00,1.0,80,uC_Interrupt::Set_Int(),1,80,2,0.53,1.00,0,23,10,5,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_IO_Config.cpp,444,105,28.6,41.0,0,9.00,10.4,49,uC_IO_Config::uC_IO_Config(),9,71,5,1.90,4.33,0,11,29,37,18,7,3,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_IO_Config.h,88,37,0.0,25.0,1,11.00,0.9,40,uC_IO_Config::Get_Input_Bits(),1,44,2,1.11,1.00,0,6,21,10,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Multi_Timers.cpp,283,92,18.5,32.2,0,12.00,6.4,252,uC_Multi_Timers::Int_Handler(),5,270,4,1.36,2.42,0,15,40,28,7,2,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Multi_Timers.h,78,30,0.0,34.6,2,2.00,0.5,58,uC_Multi_Timers::Dummy_Static(),1,59,2,1.00,1.00,0,5,20,5,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_OS_Device_Defines.h,121,15,0.0,28.1,0,0.00,0.0,,,0,17,0,0.00,0.00,0,15,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_OS_Interrupt.cpp,89,15,13.3,58.4,0,3.00,2.3,38,uC_OS_Interrupt::Set_OS_Vect(),3,43,2,0.60,1.67,0,8,5,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_OS_Interrupt.h,96,23,0.0,42.7,1,5.00,1.0,85,uC_OS_Interrupt::Set_Int(),1,85,2,0.83,1.00,0,9,9,5,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_OS_Tick.cpp,81,17,0.0,54.3,0,3.00,3.0,44,uC_OS_Tick::OS_Tick_Handler(),1,76,2,0.59,1.00,0,8,8,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_OS_Tick.h,60,8,0.0,63.3,1,0.00,0.0,,,0,45,1,0.75,0.00,0,2,6,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_PWM.cpp,388,149,26.2,22.7,0,6.00,22.2,250,uC_PWM::Configure(),14,83,3,1.38,6.83,0,16,73,47,13,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_PWM.h,149,20,0.0,65.8,1,1.00,0.0,71,uC_PWM::~uC_PWM(),1,64,1,0.70,1.00,0,6,14,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_RAM.cpp,687,254,25.6,31.1,0,11.00,20.4,206,uC_RAM::Mark_As_Volatile(),12,163,5,1.80,6.45,0,30,87,69,45,18,5,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_RAM.h,283,36,0.0,68.9,1,1.00,1.0,131,uC_RAM::Update_Static(),1,133,2,0.81,1.00,0,8,27,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Rand_Num.cpp,103,20,20.0,53.4,0,2.00,7.5,81,uC_Rand_Num::Get(),4,90,3,1.20,3.00,0,5,9,3,3,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Rand_Num.h,45,7,0.0,55.6,1,1.00,0.0,36,uC_Rand_Num::~uC_Rand_Num(),1,35,1,0.57,1.00,0,3,4,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Reset.cpp,138,30,23.3,47.1,0,5.00,4.2,47,uC_Reset::uC_Reset(),10,56,2,0.90,3.00,0,9,15,6,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Reset.h,104,13,0.0,61.5,1,1.00,0.0,59,uC_Reset::~uC_Reset(),1,54,1,0.62,1.00,0,5,8,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_RTC.cpp,518,177,14.1,31.9,0,20.00,7.7,38,uC_RTC::uC_RTC(),9,81,3,1.08,2.35,0,23,119,33,2,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_RTC.h,264,56,0.0,58.7,3,0.00,0.0,,,0,74,2,1.14,0.00,0,3,42,11,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Single_Timer.cpp,148,44,11.4,41.9,0,7.00,4.6,64,uC_Single_Timer::Set_Timeout(),5,75,2,0.89,1.71,0,12,25,7,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Single_Timer.h,57,17,0.0,43.9,1,2.00,0.5,37,uC_Single_Timer::Time_Expired(),1,50,2,0.82,1.00,0,4,12,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.cpp,597,201,17.9,33.5,0,22.00,7.8,148,uC_SPI::Configure_Chip_Select(),14,166,4,1.50,2.50,0,30,84,47,37,3,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_SPI.h,581,100,5.0,65.7,1,15.00,3.2,196,uC_SPI::Dump(),3,135,2,1.29,1.53,0,19,33,48,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.cpp,1033,441,6.8,30.5,0,0.00,0.0,681,uC_TEST_IO_Config_Test_Init(),8,346,3,0.95,2.21,28,121,242,56,22,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test.h,27,2,0.0,74.1,0,0.00,0.0,,,0,17,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_Timers.cpp,424,226,15.9,16.7,0,0.00,0.0,234,uC_TEST_Multi_Timers_Test_Init(),12,257,5,1.36,3.83,12,66,95,17,22,18,8,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_Timers.h,27,2,0.0,74.1,0,0.00,0.0,,,0,17,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_USART.cpp,354,149,9.4,13.8,0,0.00,0.0,319,uC_TEST_USART_Int_Handler(),8,333,4,1.02,2.43,14,39,81,20,5,4,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Test_USART.h,27,2,0.0,74.1,0,0.00,0.0,,,0,17,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Tick.cpp,100,12,0.0,72.0,0,3.00,2.0,31,uC_Tick::Tick_Handler(),1,34,1,0.50,1.00,0,6,6,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Tick.h,61,9,0.0,60.7,1,0.00,0.0,,,0,51,1,0.56,0.00,0,4,5,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.cpp,341,112,17.0,28.2,0,15.00,6.1,174,uC_Timers::Set_Timeout(),5,103,3,1.13,2.27,0,20,61,27,4,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers.h,280,59,0.0,53.9,1,11.00,1.5,71,uC_Timers::Raw_Int_Handler_Static(),1,132,2,1.14,1.00,0,8,35,16,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.cpp,238,84,19.0,24.4,0,7.00,10.0,39,uC_Timers_HW::uC_Timers_HW(),5,49,2,1.19,3.29,0,14,40,30,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Timers_HW.h,267,75,0.0,42.3,1,20.00,1.5,51,uC_Timers_HW::Dummy_Vect_Static(),1,96,2,1.32,1.00,0,5,41,29,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.cpp,298,107,30.8,27.5,0,11.00,8.4,175,uC_USART::Configure(),15,188,4,1.76,3.09,0,15,33,30,21,8,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART.h,213,115,0.0,29.6,1,31.00,1.5,125,uC_USART::Set_TX_Data(),1,139,2,1.30,1.00,0,14,53,48,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART_Buff.h,181,32,0.0,54.1,1,1.00,0.0,40,uC_USART_Buff::uC_USART_Buff(),1,40,1,0.84,1.00,0,5,27,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART_DMA.cpp,712,272,28.7,25.0,0,17.00,14.8,380,uC_USART_DMA::USART_Int(),19,401,5,1.74,4.94,0,20,112,83,40,10,7,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART_DMA.h,200,51,0.0,49.0,1,5.00,1.0,144,uC_USART_DMA::TX_DMA_Int_Static(),1,146,2,0.98,1.00,0,6,40,5,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART_HW.cpp,268,98,34.7,26.9,0,8.00,11.0,150,uC_USART_HW::Configure(),15,164,4,1.88,4.00,0,10,29,30,21,8,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART_HW.h,152,82,2.4,18.4,1,25.00,1.0,122,uC_USART_HW::Screen_RX_Data(),3,128,4,1.26,1.08,0,8,48,24,1,1,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART_Soft_DMA.cpp,617,237,30.4,23.7,0,15.00,14.7,338,uC_USART_Soft_DMA::USART_Int(),22,359,4,1.72,5.00,0,17,95,74,40,11,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART_Soft_DMA.h,184,47,0.0,49.5,1,3.00,1.0,138,uC_USART_Soft_DMA::TX_Timer_Int_Static(),1,139,2,0.94,1.00,0,6,38,3,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART_USB.cpp,671,239,17.6,29.1,0,20.00,10.1,405,uC_USART_USB::Usb_Cdc_Receive(),15,425,5,1.68,2.68,5,31,110,36,37,16,9,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USART_USB.h,280,56,0.0,58.2,1,2.00,1.0,171,uC_USART_USB::TX_Timer_Int_Static(),1,172,2,0.89,1.00,0,8,46,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USARTQ.cpp,678,113,22.1,11.2,0,5.50,8.9,154,uC_USART::Configure(),11,52,3,1.43,3.00,0,15,46,40,12,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USARTQ.h,85,26,0.0,45.9,1,0.00,0.0,,,0,52,1,0.73,0.00,0,7,19,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USB.cpp,38,13,15.4,21.1,0,2.00,5.0,11,uC_USB::uC_USB(),3,18,2,1.31,2.00,0,3,3,7,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USB.h,34,10,0.0,44.1,1,0.00,0.0,,,0,28,1,0.30,0.00,0,7,3,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USB_HW.cpp,66,23,8.7,34.8,0,3.00,5.7,18,uC_USB_HW::uC_USB_HW(),3,26,2,1.22,1.67,0,6,6,11,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_USB_HW.h,95,18,0.0,58.9,1,0.00,0.0,,,0,35,1,0.56,0.00,0,8,10,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Watchdog.cpp,156,38,10.5,42.3,0,9.00,2.4,51,uC_Watchdog::Handler(),3,57,2,0.74,1.44,0,16,16,6,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Watchdog.h,125,20,0.0,64.0,1,1.00,1.0,92,uC_Watchdog::Feed_Dog(),1,94,2,0.85,1.00,0,4,15,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Watchdog_HW.cpp,128,33,9.1,47.7,0,3.00,6.3,72,uC_Watchdog_HW::Set_Timeout(),4,85,3,1.06,2.33,0,14,7,8,4,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F2xx\uC_Watchdog_HW.h,66,13,0.0,51.5,1,2.00,0.0,49,uC_Watchdog_HW::~uC_Watchdog_HW(),1,40,1,0.77,1.00,0,3,10,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F3xx\Advanced_Vect.cpp,110,32,9.4,37.3,0,5.00,3.8,37,Advanced_Vect::Advanced_Vect(),3,46,2,0.72,1.60,0,13,15,4,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F3xx\Advanced_Vect.h,110,53,0.0,49.1,1,17.00,0.9,83,Advanced_Vect::Null_Advanced_Vect(),1,83,2,1.23,1.00,0,4,33,16,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F3xx\Device_Defines.h,185,49,0.0,54.6,0,0.00,0.0,121,Pop_Int(),1,121,1,0.06,1.00,2,46,3,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F3xx\Drv_Lib_Inc.h,21,2,0.0,71.4,0,0.00,0.0,,,0,17,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F3xx\I2C_Manager.cpp,123,37,27.0,36.6,0,4.00,7.8,41,I2C_Manager::Write_Data(),7,61,3,1.32,4.00,0,6,17,10,4,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F3xx\I2C_Manager.h,118,14,0.0,65.3,1,1.00,1.0,112,I2C_Manager::Transfer_Finish_Static(),1,114,2,0.64,1.00,0,6,7,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F3xx\Stm32_Eth_Driver.cpp,1321,447,16.8,30.4,0,38.00,10.7,1051,Stm32_Eth_Driver::Get_Next_Rx_Pkt(),16,1119,5,1.34,3.18,0,41,277,87,24,16,2,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F3xx\Stm32_Eth_Driver.h,402,88,0.0,59.0,1,4.00,1.0,359,Stm32_Eth_Driver::SMI_SYS_REG_TO_PHY_ADDR(),1,361,2,0.86,1.00,0,16,68,4,0,0,0,0,0,0,0
